Sale Date,Brand,Model,Country,Price,Sales,Odometer
2019-06-24,Nissan,Juke,UK,17854,3108,42823
2019-06-25,Volkswagen,Golf,France,27369,1591,35573
2019-06-25,Mercedes,C-Class,Spain,50983,2249,10781
2019-06-25,Hyundai,i30,Australia,34251,2613,86816
2019-06-26,Audi,A4,UK,72951,1567,33648
2019-06-26,Nissan,X-Trail,UK,37253,2314,93664
2019-06-27,Ford,Mustang,UK,22852,4902,99986
2019-06-27,Audi,Q7,Australia,79159,3055,43243
2019-06-27,Hyundai,i30,Japan,21239,2785,42991
2019-06-28,Ford,Focus,France,35909,3839,85257
2019-06-28,Volkswagen,Polo,UK,29116,758,5282
2019-06-28,Ford,Mustang,Spain,22629,3476,90120
2019-06-29,Volkswagen,Polo,Spain,18612,1187,25074
2019-06-29,Honda,Fit,Poland,39893,2281,10906
2019-06-29,Hyundai,i30,Italy,21183,1074,36852
2019-06-30,Volkswagen,Golf,Japan,35053,4864,61481
2019-06-30,Mercedes,GLE,Poland,41529,2094,18438
2019-07-01,Honda,Civic,UK,27592,2743,107168
2019-07-01,Mercedes,C-Class,Australia,63172,726,107756
2019-07-01,Hyundai,i30,Poland,14645,3490,116979
2019-07-02,Hyundai,Elantra,Spain,27537,1654,5587
2019-07-02,Nissan,X-Trail,Japan,38683,4331,96353
2019-07-02,Toyota,Corolla,UK,33099,3093,50096
2019-07-03,BMW,X5,Germany,40433,1598,115400
2019-07-03,Volkswagen,Polo,Poland,24416,2174,81637
2019-07-03,BMW,3 Series,France,62516,1589,10155
2019-07-04,Volkswagen,Passat,Canada,23779,4719,60296
2019-07-04,Audi,Q5,Italy,55215,2738,97960
2019-07-05,Tesla,Model X,Japan,116906,1836,33276
2019-07-05,Honda,Accord,France,33013,959,28952
2019-07-05,Volkswagen,Golf,UK,36171,2757,55290
2019-07-06,Toyota,Camry,Italy,35058,1877,20223
2019-07-06,Tesla,Model S,France,119567,4118,51738
2019-07-06,Mercedes,A-Class,Canada,89575,4865,44518
2019-07-07,Tesla,Model Y,Canada,98330,3446,47409
2019-07-07,BMW,3 Series,France,45412,4289,21002
2019-07-08,Volkswagen,Golf,UK,37374,4993,55085
2019-07-08,Honda,Civic,France,27704,785,54416
2019-07-08,Toyota,Yaris,France,29424,2262,16240
2019-07-09,Hyundai,i30,France,31371,4508,68095
2019-07-09,Volkswagen,Polo,USA,36863,2193,64659
2019-07-09,BMW,X5,Germany,36492,1160,68643
2019-07-10,Honda,CR-V,USA,24156,2544,12368
2019-07-10,Hyundai,i30,UK,23168,1227,64871
2019-07-10,Toyota,Yaris,Italy,16447,2879,11581
2019-07-11,Hyundai,Santa Fe,Australia,30789,2073,101019
2019-07-11,Hyundai,Elantra,UK,32230,1978,48355
2019-07-12,Mercedes,C-Class,UK,51093,693,110311
2019-07-12,Ford,Mustang,Italy,25984,1610,90925
2019-07-12,Tesla,Model S,Canada,71512,4857,46689
2019-07-13,Audi,Q5,Australia,54000,2640,52604
2019-07-13,Toyota,RAV4,Spain,23333,1955,61044
2019-07-13,Mercedes,GLE,USA,46796,2596,68557
2019-07-14,Audi,Q5,France,67755,840,13828
2019-07-14,Toyota,Yaris,Australia,20482,2929,93296
2019-07-14,Hyundai,i30,Japan,18912,1355,64156
2019-07-15,BMW,X5,Italy,84334,3612,32054
2019-07-15,BMW,X5,USA,79199,4191,18210
2019-07-16,Audi,Q7,Japan,72092,3839,144393
2019-07-16,Honda,Fit,Canada,30146,673,84190
2019-07-16,Volkswagen,Golf,France,41377,4533,43211
2019-07-17,Toyota,RAV4,France,31977,2274,15651
2019-07-17,Audi,Q7,USA,66576,831,71350
2019-07-17,Ford,Mustang,Canada,32585,2997,39610
2019-07-18,Nissan,Qashqai,Germany,20658,3689,69200
2019-07-18,Hyundai,Santa Fe,UK,33539,3001,65058
2019-07-18,Honda,Accord,Poland,17386,3921,76975
2019-07-19,Ford,Fiesta,Canada,44669,4863,7282
2019-07-19,Toyota,RAV4,Australia,20476,1736,42437
2019-07-20,Toyota,RAV4,Canada,22446,1931,43392
2019-07-20,Tesla,Model Y,Japan,62514,3158,41268
2019-07-20,Volkswagen,Golf,Japan,28213,4205,67493
2019-07-21,Ford,Explorer,UK,34626,3743,44758
2019-07-21,Hyundai,Santa Fe,Italy,30743,2541,119682
2019-07-21,Hyundai,Tucson,France,34384,2443,50734
2019-07-22,Ford,Explorer,Japan,32390,3767,44332
2019-07-22,Audi,A3,USA,48990,3719,127961
2019-07-22,Ford,Explorer,UK,37930,3554,117094
2019-07-23,Toyota,Corolla,Poland,23767,1429,82487
2019-07-23,Mercedes,GLE,Poland,69504,1554,15744
2019-07-24,Ford,Fiesta,Spain,35799,942,98762
2019-07-24,Mercedes,C-Class,Poland,77226,1757,130956
2019-07-24,Honda,Accord,Australia,40012,2669,89092
2019-07-25,Honda,Accord,Japan,40173,1285,76675
2019-07-25,Hyundai,Elantra,France,15936,2656,41575
2019-07-25,Tesla,Model Y,Japan,48236,2852,6932
2019-07-26,Ford,Fiesta,Poland,37300,2890,55098
2019-07-26,BMW,5 Series,Germany,85591,3680,140544
2019-07-26,Honda,Accord,Japan,25491,638,5358
2019-07-27,Mercedes,E-Class,USA,74395,1803,91532
2019-07-27,BMW,3 Series,Germany,61762,3670,30219
2019-07-28,Ford,Explorer,Poland,30072,4235,110209
2019-07-28,BMW,3 Series,Italy,83980,3067,142379
2019-07-28,Honda,Civic,Japan,27403,2409,80774
2019-07-29,Honda,Accord,Poland,18708,4130,24595
2019-07-29,Tesla,Model 3,Poland,100690,2010,21859
2019-07-29,Honda,Civic,Spain,30331,2460,71093
2019-07-30,Nissan,X-Trail,Poland,16882,2694,108065
2019-07-30,Mercedes,GLE,Poland,47166,2110,132813
2019-07-31,Audi,Q5,Canada,69410,4325,46304
2019-07-31,BMW,3 Series,Germany,56083,2470,32190
2019-07-31,Mercedes,E-Class,UK,59503,3058,58456
2019-08-01,Audi,Q7,USA,32384,4435,121431
2019-08-01,BMW,X5,Poland,56826,2990,131668
2019-08-01,Volkswagen,Polo,Germany,45103,4617,41188
2019-08-02,Tesla,Model X,UK,64337,2867,17413
2019-08-02,Honda,Fit,Germany,28944,4235,86442
2019-08-02,Audi,A4,Canada,57810,4614,132225
2019-08-03,Audi,A4,USA,41590,1041,76624
2019-08-03,Mercedes,A-Class,Japan,95296,3458,130356
2019-08-04,Audi,Q7,Japan,81387,700,21390
2019-08-04,Toyota,Yaris,UK,25433,3675,98718
2019-08-04,Hyundai,Tucson,France,22605,2514,6381
2019-08-05,BMW,X3,UK,76869,687,71388
2019-08-05,Ford,Fiesta,UK,21242,857,27031
2019-08-05,Ford,Explorer,USA,42998,4757,94833
2019-08-06,Tesla,Model Y,Germany,91092,2658,35622
2019-08-06,Ford,Mustang,UK,18951,1738,75263
2019-08-06,Volkswagen,Tiguan,Poland,20780,2088,33454
2019-08-07,Toyota,Corolla,Canada,37173,936,40596
2019-08-07,Honda,CR-V,Japan,40864,1804,118365
2019-08-08,Toyota,RAV4,Italy,38071,2089,30235
2019-08-08,Ford,Focus,Germany,22555,1511,13244
2019-08-08,Audi,Q5,Poland,76109,2807,81126
2019-08-09,Audi,A4,Italy,68814,4545,56154
2019-08-09,Hyundai,i30,USA,27752,1764,94081
2019-08-09,Nissan,Qashqai,Poland,38736,3914,67551
2019-08-10,Ford,Explorer,Canada,18437,1388,60103
2019-08-10,Hyundai,Elantra,UK,34616,1318,48148
2019-08-10,BMW,3 Series,Poland,83695,3992,42441
2019-08-11,Volkswagen,Passat,USA,30091,2510,49760
2019-08-11,Audi,Q5,Australia,36318,4618,95716
2019-08-12,Honda,CR-V,Japan,36991,1022,98635
2019-08-12,Hyundai,Tucson,Canada,26820,1816,50968
2019-08-12,Honda,Accord,Italy,35971,1523,92592
2019-08-13,BMW,X5,Germany,75703,726,15355
2019-08-13,Hyundai,i30,Italy,34456,2757,32364
2019-08-13,Mercedes,E-Class,Germany,55887,4924,62389
2019-08-14,Tesla,Model Y,Poland,96168,3671,15860
2019-08-14,Volkswagen,Golf,Germany,38360,2251,95887
2019-08-14,Volkswagen,Polo,Germany,41554,1439,90140
2019-08-15,Audi,A4,Poland,84336,855,70948
2019-08-15,BMW,3 Series,Canada,61672,4713,72507
2019-08-16,Honda,Accord,Japan,36557,2315,41609
2019-08-16,Tesla,Model 3,France,76881,1174,29472
2019-08-16,BMW,X5,Poland,69832,4351,64131
2019-08-17,Audi,A3,Canada,31401,3759,25193
2019-08-17,Tesla,Model 3,France,64611,3331,16950
2019-08-17,Toyota,Yaris,Australia,37475,4366,37245
2019-08-18,Honda,Accord,Canada,32493,3962,25447
2019-08-18,Honda,Civic,USA,39582,4525,56955
2019-08-18,Hyundai,Tucson,Japan,34963,1472,57870
2019-08-19,Mercedes,E-Class,UK,60936,2707,14426
2019-08-19,Audi,A3,Italy,77832,4075,21308
2019-08-20,Tesla,Model X,France,90671,694,33572
2019-08-20,Hyundai,Elantra,Germany,33660,1602,108547
2019-08-20,Volkswagen,Polo,Australia,26707,892,103934
2019-08-21,Honda,Fit,France,29721,3902,66215
2019-08-21,Tesla,Model 3,USA,83458,3770,48369
2019-08-21,Hyundai,Tucson,Canada,27705,960,60751
2019-08-22,Audi,Q7,USA,63840,3673,33989
2019-08-22,Hyundai,Santa Fe,Canada,17313,3341,113272
2019-08-23,Ford,Fiesta,France,21939,2795,105000
2019-08-23,Ford,Focus,Germany,30350,3283,106948
2019-08-23,Nissan,Micra,Japan,39941,4145,89565
2019-08-24,Ford,Focus,Australia,26541,2432,49254
2019-08-24,BMW,5 Series,Poland,36116,3067,87227
2019-08-24,Toyota,Corolla,Germany,24738,4063,113101
2019-08-25,Hyundai,i30,France,33127,2993,94080
2019-08-25,Honda,Civic,Germany,24186,1369,35873
2019-08-25,Tesla,Model Y,UK,70372,4142,68612
2019-08-26,Ford,Fiesta,Japan,18895,1429,75902
2019-08-26,Audi,A3,Australia,38199,3025,46191
2019-08-27,Mercedes,E-Class,USA,96746,4782,111971
2019-08-27,Audi,A4,Poland,71045,3615,87960
2019-08-27,Honda,Accord,France,35020,4083,86051
2019-08-28,Nissan,Juke,Japan,34601,2869,25022
2019-08-28,Audi,Q7,Poland,57236,3436,93596
2019-08-28,Nissan,X-Trail,Canada,23927,3818,30242
2019-08-29,Ford,Mustang,USA,36127,1100,97764
2019-08-29,Volkswagen,Golf,UK,27171,2951,103932
2019-08-29,BMW,X5,USA,55058,4429,29149
2019-08-30,Toyota,Camry,France,19956,2503,87612
2019-08-30,Ford,Explorer,USA,34545,653,117492
2019-08-31,Mercedes,GLE,Italy,69961,4910,128474
2019-08-31,Hyundai,Elantra,Japan,15913,1716,92440
2019-08-31,Tesla,Model S,Spain,79540,2460,24164
2019-09-01,Mercedes,A-Class,Spain,86002,1160,118946
2019-09-01,Volkswagen,Tiguan,Italy,49046,2679,48798
2019-09-01,Nissan,X-Trail,Germany,19180,4816,44464
2019-09-02,BMW,X3,Italy,48869,3471,73353
2019-09-02,BMW,3 Series,USA,50042,1890,123943
2019-09-02,Audi,Q5,France,77068,4107,20775
2019-09-03,Nissan,X-Trail,UK,32673,2980,11614
2019-09-03,Honda,Fit,France,33662,3424,21964
2019-09-04,Honda,Accord,Canada,34208,4332,95811
2019-09-04,Tesla,Model S,Japan,106240,2173,65071
2019-09-04,Volkswagen,Tiguan,Poland,37540,3888,58459
2019-09-05,BMW,X3,UK,59917,2487,121435
2019-09-05,Tesla,Model X,France,105142,3740,31564
2019-09-05,Volkswagen,Passat,Germany,46189,3249,18156
2019-09-06,Hyundai,i30,UK,30589,3950,12214
2019-09-06,Tesla,Model Y,Italy,72127,4808,29885
2019-09-06,Honda,Fit,USA,41847,4142,50046
2019-09-07,Nissan,Qashqai,Germany,28541,1020,79704
2019-09-07,Nissan,Qashqai,Canada,18832,4407,92599
2019-09-08,Mercedes,E-Class,Canada,94906,3464,143872
2019-09-08,Toyota,RAV4,Canada,17610,4375,38872
2019-09-08,Hyundai,Santa Fe,Spain,34583,4354,12263
2019-09-09,Volkswagen,Tiguan,Poland,37456,1506,70942
2019-09-09,Nissan,Juke,Canada,19664,3989,18050
2019-09-09,Hyundai,Elantra,Canada,18357,1863,47291
2019-09-10,Honda,CR-V,USA,41126,1060,30675
2019-09-10,Volkswagen,Polo,USA,30112,1997,49814
2019-09-10,Mercedes,GLE,France,46033,868,34618
2019-09-11,Mercedes,E-Class,Spain,44173,3373,36400
2019-09-11,Ford,Fiesta,Italy,30211,3886,89892
2019-09-12,BMW,5 Series,Canada,52376,2886,141060
2019-09-12,Toyota,Corolla,Poland,15999,2355,111429
2019-09-12,BMW,X5,Australia,38731,951,135355
2019-09-13,Volkswagen,Passat,Spain,37477,1382,91328
2019-09-13,Honda,Fit,Italy,36661,874,16889
2019-09-13,Volkswagen,Tiguan,UK,31521,612,92051
2019-09-14,Honda,CR-V,Japan,33523,1924,24552
2019-09-14,Honda,Civic,Japan,23261,1387,36802
2019-09-15,Toyota,Camry,Germany,35335,4060,86938
2019-09-15,Tesla,Model 3,Germany,52846,951,44200
2019-09-15,Mercedes,C-Class,Italy,55950,4810,85277
2019-09-16,Volkswagen,Tiguan,Poland,42028,3261,99776
2019-09-16,Audi,A4,Australia,40561,1017,105556
2019-09-16,Hyundai,Elantra,Germany,25737,4302,92728
2019-09-17,Volkswagen,Tiguan,UK,31065,707,108937
2019-09-17,Audi,A4,Poland,34117,653,107718
2019-09-17,Volkswagen,Tiguan,Poland,40547,3100,116541
2019-09-18,Mercedes,GLE,UK,69267,4054,36990
2019-09-18,Ford,Focus,Japan,35233,2242,6306
2019-09-19,Nissan,Micra,USA,39903,4695,59330
2019-09-19,Ford,Fiesta,France,25280,3142,47137
2019-09-19,Hyundai,Tucson,Japan,29438,3494,118530
2019-09-20,Audi,A4,France,48845,4620,65276
2019-09-20,Toyota,Corolla,France,28318,1316,70618
2019-09-20,Toyota,Camry,France,26336,2593,17905
2019-09-21,Tesla,Model Y,Poland,64874,2279,12674
2019-09-21,Honda,CR-V,Canada,20676,2926,95009
2019-09-21,BMW,X3,USA,39138,2924,101176
2019-09-22,Nissan,Qashqai,France,26278,868,48764
2019-09-22,Volkswagen,Tiguan,France,39550,3284,93056
2019-09-23,Honda,CR-V,Germany,31631,2750,78788
2019-09-23,Ford,Mustang,Australia,33568,4926,72087
2019-09-23,Ford,Focus,Italy,42249,1861,31149
2019-09-24,BMW,X3,Spain,79717,2934,110297
2019-09-24,Tesla,Model 3,Italy,55103,1102,49781
2019-09-24,Audi,Q5,Australia,53248,3056,18024
2019-09-25,Volkswagen,Golf,USA,44293,3096,91664
2019-09-25,Ford,Explorer,Japan,18817,944,25025
2019-09-25,Tesla,Model S,Spain,88427,4197,69763
2019-09-26,Honda,CR-V,Germany,41417,562,111133
2019-09-26,Nissan,Micra,France,24326,4144,59122
2019-09-27,Tesla,Model Y,France,76707,3778,12296
2019-09-27,Volkswagen,Tiguan,Poland,48449,620,61704
2019-09-27,Tesla,Model S,Japan,50103,1424,54796
2019-09-28,Toyota,Camry,Japan,31625,3168,52406
2019-09-28,Mercedes,E-Class,UK,94211,4664,138128
2019-09-28,Mercedes,GLE,Spain,61225,4106,67620
2019-09-29,Nissan,X-Trail,Spain,22296,3091,115431
2019-09-29,Honda,Fit,Australia,18200,4909,89774
2019-09-29,Toyota,Corolla,Japan,21972,636,22413
2019-09-30,BMW,3 Series,UK,35661,2972,86240
2019-09-30,Volkswagen,Polo,UK,32749,3442,56925
2019-10-01,Hyundai,Elantra,Japan,16700,4129,37115
2019-10-01,Volkswagen,Golf,USA,29510,4187,91465
2019-10-01,Honda,Accord,Germany,30917,4884,69925
2019-10-02,Toyota,Camry,Australia,23690,2173,117622
2019-10-02,BMW,X3,Germany,81313,4111,131866
2019-10-02,Volkswagen,Tiguan,Poland,49870,646,52221
2019-10-03,Audi,Q7,Canada,45534,3860,46320
2019-10-03,BMW,X5,Australia,72865,948,146690
2019-10-03,Tesla,Model 3,Germany,114724,4515,5238
2019-10-04,Toyota,Corolla,Italy,34071,4666,63692
2019-10-04,Nissan,Micra,UK,21126,1316,116718
2019-10-05,Honda,Civic,USA,20645,750,55940
2019-10-05,BMW,X5,Japan,65698,2963,139048
2019-10-05,Tesla,Model Y,Canada,96831,2347,58056
2019-10-06,Hyundai,Tucson,Canada,24738,1887,48954
2019-10-06,Tesla,Model 3,Italy,45717,3984,9434
2019-10-06,BMW,5 Series,Canada,64100,4734,79300
2019-10-07,Hyundai,i30,Germany,24674,883,56759
2019-10-07,Ford,Explorer,Spain,18581,3065,7763
2019-10-08,Hyundai,i30,France,33790,1231,101371
2019-10-08,Hyundai,Elantra,Germany,29169,3104,95101
2019-10-08,Mercedes,GLE,Australia,84764,2870,89698
2019-10-09,BMW,5 Series,Spain,49394,3121,137619
2019-10-09,Mercedes,E-Class,Australia,83626,3806,43665
2019-10-09,Toyota,Corolla,Germany,37844,4075,83542
2019-10-10,Hyundai,i30,Spain,30633,2392,73975
2019-10-10,Volkswagen,Polo,Australia,29763,4292,49386
2019-10-10,Honda,CR-V,Italy,20163,1788,40710
2019-10-11,Tesla,Model 3,Australia,62374,3446,55964
2019-10-11,Nissan,X-Trail,Australia,27748,1993,61233
2019-10-12,Nissan,Micra,Poland,34959,4091,21999
2019-10-12,Hyundai,i30,Germany,15629,3281,11859
2019-10-12,Nissan,X-Trail,USA,36185,3061,65593
2019-10-13,BMW,5 Series,Italy,80713,883,122701
2019-10-13,Tesla,Model 3,UK,96877,4534,32869
2019-10-13,Toyota,Camry,Japan,31140,1422,32526
2019-10-14,Tesla,Model S,Italy,88395,2314,65278
2019-10-14,Tesla,Model Y,France,94145,4440,27867
2019-10-14,Toyota,Yaris,Spain,18748,3081,71629
2019-10-15,Honda,Fit,UK,22710,2040,24259
2019-10-15,Audi,A4,Germany,50143,3449,138216
2019-10-16,Audi,A4,Spain,46103,4699,112476
2019-10-16,Tesla,Model S,Germany,112914,1705,26372
2019-10-16,Tesla,Model Y,France,86258,1456,69286
2019-10-17,Nissan,Juke,UK,28638,4226,65815
2019-10-17,Toyota,RAV4,France,25698,4270,75130
2019-10-17,Tesla,Model X,Japan,77933,3986,48469
2019-10-18,Audi,A4,USA,47375,4339,93178
2019-10-18,Nissan,Juke,UK,29519,3696,101393
2019-10-18,BMW,3 Series,France,44788,4978,149282
2019-10-19,Ford,Focus,Canada,21395,2758,16094
2019-10-19,Audi,Q5,Germany,36838,3087,132564
2019-10-20,Honda,CR-V,Japan,19827,2717,57691
2019-10-20,Tesla,Model 3,Germany,64610,1598,64668
2019-10-20,Honda,CR-V,Canada,17570,3404,83824
2019-10-21,Tesla,Model S,Poland,109575,2178,21999
2019-10-21,Tesla,Model S,Germany,68470,4688,64821
2019-10-21,Ford,Explorer,Germany,33519,4500,79102
2019-10-22,Audi,A4,France,77269,3190,144327
2019-10-22,Nissan,Qashqai,Germany,35173,4375,28989
2019-10-22,Nissan,Juke,Spain,38439,4382,81949
2019-10-23,Mercedes,GLE,Spain,63513,2887,49350
2019-10-23,Volkswagen,Polo,Spain,43519,2702,110686
2019-10-24,Audi,Q7,Canada,58850,2759,125945
2019-10-24,Toyota,RAV4,Italy,30160,1730,32230
2019-10-24,Honda,Accord,France,31715,4356,40903
2019-10-25,Nissan,Qashqai,UK,36973,2046,53225
2019-10-25,Ford,Mustang,Australia,30113,1262,97435
2019-10-25,Ford,Focus,Spain,29193,3655,107274
2019-10-26,Honda,Accord,Canada,31119,1083,59567
2019-10-26,Audi,Q5,Spain,54685,691,35479
2019-10-26,Audi,Q7,Australia,66902,4111,26351
2019-10-27,Mercedes,A-Class,Australia,51349,4087,54254
2019-10-27,Ford,Explorer,Poland,34814,2379,82694
2019-10-28,Audi,Q5,Poland,74673,4626,55066
2019-10-28,Honda,Fit,Poland,18289,1947,24583
2019-10-28,Audi,Q5,Italy,82368,3636,35566
2019-10-29,Nissan,Micra,Italy,26345,725,97949
2019-10-29,Hyundai,i30,Germany,27223,2653,14486
2019-10-29,Volkswagen,Tiguan,USA,21103,2940,91055
2019-10-30,Mercedes,C-Class,Japan,94353,1344,24031
2019-10-30,Hyundai,Santa Fe,Poland,31618,726,25527
2019-10-31,Ford,Explorer,Italy,42406,4279,37954
2019-10-31,Hyundai,i30,Spain,15932,3424,72568
2019-10-31,Honda,Accord,UK,30900,2381,38037
2019-11-01,Tesla,Model Y,Italy,91151,3392,6695
2019-11-01,Tesla,Model X,Poland,99722,2166,34932
2019-11-01,Tesla,Model S,Poland,108909,2794,13263
2019-11-02,Hyundai,Tucson,UK,34866,1198,77779
2019-11-02,Toyota,RAV4,Japan,39253,807,24800
2019-11-02,Hyundai,Santa Fe,Japan,25001,4058,25862
2019-11-03,Tesla,Model Y,Australia,118648,775,23931
2019-11-03,Toyota,Camry,France,27768,4468,104214
2019-11-04,Toyota,Yaris,Australia,20447,4704,110750
2019-11-04,Audi,Q7,Australia,31134,3246,123892
2019-11-04,Toyota,Yaris,Canada,33108,3843,87806
2019-11-05,Ford,Focus,Germany,40062,1412,57509
2019-11-05,Volkswagen,Golf,Germany,19756,1617,49369
2019-11-05,Honda,Accord,Japan,35031,3483,117082
2019-11-06,Mercedes,E-Class,Canada,71923,3261,57574
2019-11-06,Mercedes,C-Class,USA,41848,3196,44485
2019-11-06,Toyota,Yaris,UK,29154,4291,96400
2019-11-07,Toyota,Corolla,Canada,36432,3451,62415
2019-11-07,Toyota,RAV4,Spain,34497,1382,33810
2019-11-08,Volkswagen,Tiguan,USA,35888,2963,112228
2019-11-08,Honda,Civic,Spain,26783,4985,50397
2019-11-08,Ford,Focus,Japan,41068,691,95610
2019-11-09,Tesla,Model Y,Canada,58682,2686,28383
2019-11-09,Toyota,Corolla,UK,27391,2374,46830
2019-11-09,Toyota,Camry,UK,29519,4569,6051
2019-11-10,Ford,Focus,Italy,28580,4297,82475
2019-11-10,Nissan,Micra,France,19359,3676,104555
2019-11-10,Volkswagen,Polo,UK,39689,1878,60021
2019-11-11,Audi,Q7,USA,31961,4805,23255
2019-11-11,Audi,Q7,Germany,78003,4505,133802
2019-11-12,Hyundai,Santa Fe,Spain,17358,1898,81524
2019-11-12,Hyundai,Santa Fe,Germany,19698,1773,98079
2019-11-12,Tesla,Model S,Canada,89041,4747,46988
2019-11-13,BMW,5 Series,USA,84422,1686,54724
2019-11-13,Nissan,Juke,Germany,34782,4735,117086
2019-11-13,Mercedes,E-Class,Italy,46511,628,14765
2019-11-14,BMW,5 Series,Japan,81040,1127,87525
2019-11-14,Honda,Accord,USA,30171,2841,109188
2019-11-14,Nissan,Qashqai,France,33358,1825,28576
2019-11-15,Honda,Fit,Canada,33260,2617,40440
2019-11-15,Volkswagen,Polo,Germany,30948,4559,18026
2019-11-16,Tesla,Model Y,Italy,102535,2486,65967
2019-11-16,Ford,Focus,Canada,23347,1508,8783
2019-11-16,Volkswagen,Tiguan,Japan,40393,3808,39484
2019-11-17,Volkswagen,Golf,Spain,38922,1760,116461
2019-11-17,Honda,Civic,Germany,41000,859,19011
2019-11-17,BMW,5 Series,Italy,69393,3264,147150
2019-11-18,Tesla,Model Y,Australia,86574,4306,36417
2019-11-18,Honda,Fit,Germany,30558,2087,113107
2019-11-18,Toyota,RAV4,Poland,36031,2136,80886
2019-11-19,Toyota,Corolla,Canada,26454,1949,25884
2019-11-19,Toyota,Camry,Poland,25850,2528,67671
2019-11-20,Audi,A4,USA,67392,2537,69993
2019-11-20,Toyota,Camry,USA,35975,1089,91444
2019-11-20,Tesla,Model X,Spain,110333,4080,62114
2019-11-21,Toyota,RAV4,Japan,16015,3222,14275
2019-11-21,Tesla,Model 3,Poland,110942,3576,22369
2019-11-21,Mercedes,C-Class,Poland,42618,1911,15368
2019-11-22,Volkswagen,Polo,Italy,25566,4614,58822
2019-11-22,BMW,3 Series,UK,61514,2439,28019
2019-11-23,BMW,X3,Australia,80487,2591,56999
2019-11-23,Toyota,RAV4,Germany,20184,2902,42663
2019-11-23,Mercedes,A-Class,Poland,87929,1651,86173
2019-11-24,Honda,Fit,France,17807,686,51799
2019-11-24,Mercedes,A-Class,Australia,65883,2784,146385
2019-11-24,BMW,5 Series,Spain,39887,4354,69550
2019-11-25,Hyundai,Santa Fe,Germany,34231,4075,63219
2019-11-25,BMW,X5,Australia,89396,3884,63218
2019-11-25,Nissan,Qashqai,Germany,21316,3280,21806
2019-11-26,Ford,Mustang,Italy,41028,2897,62221
2019-11-26,Audi,A4,France,33164,3466,51247
2019-11-27,Nissan,Qashqai,Spain,22009,1107,9552
2019-11-27,Honda,Accord,France,26221,3171,77055
2019-11-27,BMW,5 Series,USA,75031,1975,53856
2019-11-28,Hyundai,Santa Fe,Japan,31109,3001,98474
2019-11-28,Tesla,Model 3,France,59191,3306,63122
2019-11-28,Nissan,Juke,Canada,39867,2623,95710
2019-11-29,Toyota,Camry,USA,29586,1340,6814
2019-11-29,Nissan,Juke,Japan,31406,3431,51335
2019-11-29,Volkswagen,Passat,Canada,20971,2517,36980
2019-11-30,Audi,Q7,Canada,31609,1217,101128
2019-11-30,Nissan,Qashqai,Italy,22782,2460,104352
2019-12-01,BMW,X3,Germany,77761,2646,48346
2019-12-01,Honda,Civic,Poland,38164,3450,101758
2019-12-01,Toyota,Yaris,Germany,30179,1477,109501
2019-12-02,Toyota,RAV4,Germany,32396,686,6881
2019-12-02,Tesla,Model 3,Australia,61459,1856,35595
2019-12-02,Volkswagen,Passat,Germany,33833,2830,9686
2019-12-03,Audi,Q5,Italy,42205,2559,126477
2019-12-03,Toyota,RAV4,USA,35855,2327,65372
2019-12-03,Audi,A3,Australia,67583,3351,104837
2019-12-04,Honda,Accord,Italy,39927,1469,71630
2019-12-04,Mercedes,GLE,Japan,63324,4790,79518
2019-12-05,Mercedes,E-Class,France,64338,3592,63311
2019-12-05,Honda,CR-V,Italy,41860,1687,8969
2019-12-05,Tesla,Model Y,Germany,84876,1449,25323
2019-12-06,BMW,X5,Germany,76789,2409,16364
2019-12-06,Mercedes,C-Class,France,70062,1431,67062
2019-12-06,BMW,X5,Poland,66301,3906,73928
2019-12-07,Mercedes,A-Class,France,43121,2373,38164
2019-12-07,Mercedes,E-Class,Japan,73045,2477,126547
2019-12-07,Ford,Fiesta,Australia,22792,2682,9675
2019-12-08,BMW,5 Series,UK,45680,2376,64460
2019-12-08,BMW,X5,Japan,35287,4782,142233
2019-12-09,Ford,Focus,Spain,21983,643,111511
2019-12-09,Volkswagen,Golf,Spain,20176,1386,31627
2019-12-09,Volkswagen,Passat,Germany,43483,3154,16984
2019-12-10,Toyota,RAV4,USA,19654,4559,26684
2019-12-10,Nissan,Juke,Germany,32131,1631,15770
2019-12-10,Nissan,Juke,Spain,25009,511,54346
2019-12-11,Nissan,Juke,USA,34613,3509,94904
2019-12-11,Ford,Explorer,Poland,18077,4367,119456
